DateTime,Consumption,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows
2017-01-01 00:00:00,398860.62358,6.196833333333333,75.06666666666666,0.08183333333333333,0.0635,0.09883333333333333
2017-01-01 01:00:00,346671.15726,5.5488333333333335,77.58333333333333,0.082,0.05683333333333334,0.1125
2017-01-01 02:00:00,312539.28984,5.054333333333333,78.93333333333334,0.08233333333333333,0.063,0.12916666666666668
2017-01-01 03:00:00,293486.68529,5.004333333333333,77.08333333333333,0.08283333333333333,0.05983333333333333,0.141
2017-01-01 04:00:00,286287.83008,5.097666666666666,74.05,0.08233333333333333,0.057999999999999996,0.12283333333333334
2017-01-01 05:00:00,289633.06886,4.741666666666666,75.23333333333333,0.081,0.06583333333333334,0.11883333333333333
2017-01-01 06:00:00,298552.17071,4.571666666666666,75.75,0.08216666666666667,0.06166666666666667,0.1255
2017-01-01 07:00:00,249260.27162,4.453833333333333,73.39999999999999,0.08266666666666667,0.0655,0.1195
2017-01-01 08:00:00,255204.15935,4.655166666666667,73.60000000000001,0.08266666666666667,13.763833333333332,6.308666666666667
2017-01-01 09:00:00,298478.47287,4.609166666666667,73.98333333333333,0.08216666666666667,144.79999999999998,25.215
2017-01-01 10:00:00,346321.94449,6.145333333333333,69.635,3.7385,293.26666666666665,31.875
2017-01-01 11:00:00,378366.60956,9.893333333333333,58.03666666666666,2.088166666666667,408.0833333333333,36.34166666666667
2017-01-01 12:00:00,389582.84550000005,14.846666666666666,57.07833333333334,0.07566666666666666,478.84999999999997,40.20166666666667
2017-01-01 13:00:00,395449.96495,15.68,57.071666666666665,0.07666666666666666,493.93333333333334,41.76166666666666
2017-01-01 14:00:00,389226.45201,15.766666666666666,55.63666666666666,0.0765,451.4166666666667,41.483333333333334
2017-01-01 15:00:00,381214.33796,15.558333333333332,58.19166666666666,0.07483333333333332,303.5,54.76666666666667
2017-01-01 16:00:00,375731.42269,15.471666666666666,58.291666666666664,0.076,217.51666666666668,214.26666666666665
2017-01-01 17:00:00,466762.71968,15.146666666666667,59.93333333333334,0.0785,102.635,125.27999999999999
2017-01-01 18:00:00,538260.59556,14.013333333333334,65.27333333333333,0.07733333333333332,4.804833333333334,4.874833333333333
2017-01-01 19:00:00,547184.47591,11.81,70.20833333333333,0.0775,0.06066666666666667,0.09999999999999999
2017-01-01 20:00:00,553627.3114499999,11.69,70.88333333333334,0.07716666666666666,0.06216666666666667,0.09783333333333333
2017-01-01 21:00:00,533363.78321,11.748333333333333,70.82666666666667,0.07533333333333332,0.058499999999999996,0.09633333333333333
2017-01-01 22:00:00,483730.78664,12.791666666666666,66.20666666666666,0.07433333333333332,0.06483333333333334,0.11699999999999999
2017-01-01 23:00:00,418544.88989,11.711666666666666,72.50666666666666,0.075,0.06783333333333334,0.09966666666666667
2017-01-02 00:00:00,355176.07889999996,10.666666666666666,78.03333333333333,0.07666666666666666,0.06583333333333334,0.14049999999999999
2017-01-02 01:00:00,315015.3686,10.703333333333333,78.91666666666667,0.07616666666666666,0.07133333333333333,0.13866666666666666
2017-01-02 02:00:00,293684.83307,11.031666666666666,76.75,0.07783333333333332,0.0685,0.14766666666666667
2017-01-02 03:00:00,284149.05229,10.568333333333333,79.26666666666667,0.0775,0.069,0.1435
2017-01-02 04:00:00,281521.72162,10.253333333333334,81.93333333333334,0.07616666666666666,0.07633333333333332,0.13966666666666666
2017-01-02 05:00:00,292807.00502,9.729999999999999,83.55,0.077,0.072,0.149
2017-01-02 06:00:00,319860.76723,9.336666666666668,84.64999999999999,0.076,0.0565,0.13799999999999998
2017-01-02 07:00:00,308809.36092,9.543333333333335,84.9,0.07733333333333332,0.07583333333333334,0.13583333333333333
2017-01-02 08:00:00,316455.66799,8.873333333333333,83.91666666666667,0.08183333333333333,10.453666666666667,6.917000000000001
2017-01-02 09:00:00,337412.85014,9.488333333333333,86.11666666666667,0.07983333333333333,128.585,31.36
2017-01-02 10:00:00,370301.89699,12.865,74.43666666666667,0.07666666666666666,278.46666666666664,41.51833333333334
2017-01-02 11:00:00,393402.07496,15.049999999999999,58.00833333333333,0.07616666666666666,402.55,41.35333333333333
2017-01-02 12:00:00,406392.30062,15.168333333333335,58.125,0.076,471.0833333333333,43.23666666666667
2017-01-02 13:00:00,408024.6727,15.306666666666667,59.30833333333334,0.07633333333333332,484.0,44.004999999999995
2017-01-02 14:00:00,402288.27896,15.563333333333333,55.98666666666667,0.07566666666666666,444.96666666666664,42.288333333333334
2017-01-02 15:00:00,400905.26953,15.475,57.26333333333333,0.0755,353.01666666666665,64.53333333333333
2017-01-02 16:00:00,401911.72421,15.238333333333335,60.76333333333333,0.076,225.5666666666667,225.23333333333335
2017-01-02 17:00:00,503685.43997,14.966666666666667,61.64166666666667,0.07733333333333332,86.53333333333335,107.67333333333333
2017-01-02 18:00:00,565458.9595700001,14.206666666666665,65.69166666666666,0.076,3.621333333333333,3.6778333333333335
