DateTime,Consumption,Temperature
2004-01-01 00:00:00,1397668.0,5.75757575757576
2004-01-01 01:00:00,1351507.0,5.151515151515152
2004-01-01 02:00:00,1315742.0,4.24242424242424
2004-01-01 03:00:00,1308023.0,2.373737373737374
2004-01-01 04:00:00,1344117.0,1.4646464646464628
2004-01-01 05:00:00,1373144.0,1.5151515151515147
2004-01-01 06:00:00,1441539.0,0.35353535353535176
2004-01-01 07:00:00,1498724.0,-0.30303030303030376
2004-01-01 08:00:00,1560591.0,0.2525252525252518
2004-01-01 09:00:00,1568796.0,3.787878787878789
2004-01-01 10:00:00,1544478.0,7.727272727272726
2004-01-01 11:00:00,1495097.0,10.353535353535351
2004-01-01 12:00:00,1430285.0,12.323232323232324
2004-01-01 13:00:00,1349982.0,13.18181818181818
2004-01-01 14:00:00,1287122.0,13.737373737373737
2004-01-01 15:00:00,1274883.0,13.939393939393941
2004-01-01 16:00:00,1353637.0,12.979797979797983
2004-01-01 17:00:00,1575019.0,10.252525252525253
2004-01-01 18:00:00,1636728.0,7.07070707070707
2004-01-01 19:00:00,1635797.0,5.303030303030304
2004-01-01 20:00:00,1611906.0,4.595959595959596
2004-01-01 21:00:00,1549105.0,3.737373737373737
2004-01-01 22:00:00,1481095.0,4.393939393939393
2004-01-01 23:00:00,1373952.0,4.797979797979796
2004-01-02 00:00:00,1301947.0,5.303030303030304
2004-01-02 01:00:00,1269909.0,5.656565656565656
2004-01-02 02:00:00,1252312.0,6.363636363636363
2004-01-02 03:00:00,1257179.0,6.86868686868687
2004-01-02 04:00:00,1290456.0,7.272727272727274
2004-01-02 05:00:00,1361227.0,7.17171717171717
2004-01-02 06:00:00,1464124.0,7.4242424242424265
2004-01-02 07:00:00,1572082.0,7.272727272727274
2004-01-02 08:00:00,1633227.0,7.474747474747474
2004-01-02 09:00:00,1681562.0,7.727272727272726
2004-01-02 10:00:00,1677609.0,8.585858585858585
2004-01-02 11:00:00,1636836.0,9.646464646464649
2004-01-02 12:00:00,1572859.0,10.404040404040403
2004-01-02 13:00:00,1505164.0,11.565656565656566
2004-01-02 14:00:00,1443138.0,12.323232323232324
2004-01-02 15:00:00,1401701.0,13.232323232323232
2004-01-02 16:00:00,1447550.0,13.434343434343434
2004-01-02 17:00:00,1627609.0,11.565656565656566
2004-01-02 18:00:00,1685186.0,9.646464646464649
2004-01-02 19:00:00,1670778.0,8.737373737373737
2004-01-02 20:00:00,1637173.0,7.979797979797983
2004-01-02 21:00:00,1571176.0,7.4242424242424265
2004-01-02 22:00:00,1501765.0,7.878787878787879
2004-01-02 23:00:00,1382427.0,7.727272727272726
2004-01-03 00:00:00,1303321.0,7.676767676767677
2004-01-03 01:00:00,1245547.0,8.232323232323232
2004-01-03 02:00:00,1227398.0,7.676767676767677
2004-01-03 03:00:00,1213064.0,7.626262626262625
2004-01-03 04:00:00,1236463.0,7.525252525252526
2004-01-03 05:00:00,1266459.0,7.373737373737375
2004-01-03 06:00:00,1340396.0,7.626262626262625
2004-01-03 07:00:00,1424629.0,7.979797979797983
2004-01-03 08:00:00,1502542.0,8.737373737373737
2004-01-03 09:00:00,1529432.0,10.909090909090907
2004-01-03 10:00:00,1490597.0,13.636363636363637
2004-01-03 11:00:00,1425302.0,16.11111111111111
2004-01-03 12:00:00,1349888.0,18.93939393939394
2004-01-03 13:00:00,1286297.0,20.505050505050505
2004-01-03 14:00:00,1236793.0,21.414141414141415
2004-01-03 15:00:00,1224911.0,21.51515151515152
2004-01-03 16:00:00,1272798.0,20.757575757575758
2004-01-03 17:00:00,1422427.0,19.14141414141414
2004-01-03 18:00:00,1469853.0,17.474747474747474
2004-01-03 19:00:00,1433311.0,16.767676767676768
2004-01-03 20:00:00,1395048.0,16.313131313131315
2004-01-03 21:00:00,1326297.0,16.313131313131315
2004-01-03 22:00:00,1257527.0,16.161616161616163
2004-01-03 23:00:00,1150240.0,16.01010101010101
2004-01-04 00:00:00,1043587.0,16.11111111111111
2004-01-04 01:00:00,992573.0,15.808080808080806
2004-01-04 02:00:00,965259.0,15.858585858585862
2004-01-04 03:00:00,948854.0,15.909090909090907
2004-01-04 04:00:00,956988.0,15.606060606060607
2004-01-04 05:00:00,965863.0,15.606060606060607
2004-01-04 06:00:00,1029528.0,15.454545454545455
2004-01-04 07:00:00,1134496.0,15.404040404040403
2004-01-04 08:00:00,1266030.0,15.353535353535351
2004-01-04 09:00:00,1346017.0,16.262626262626263
2004-01-04 10:00:00,1327748.0,17.424242424242426
2004-01-04 11:00:00,1295583.0,19.040404040404034
2004-01-04 12:00:00,1297433.0,20.303030303030305
2004-01-04 13:00:00,1275594.0,20.707070707070702
2004-01-04 14:00:00,1267072.0,20.65656565656566
2004-01-04 15:00:00,1275741.0,20.60606060606061
2004-01-04 16:00:00,1343828.0,20.101010101010104
2004-01-04 17:00:00,1500610.0,18.989898989898993
2004-01-04 18:00:00,1541526.0,17.626262626262626
2004-01-04 19:00:00,1516343.0,16.71717171717172
2004-01-04 20:00:00,1483730.0,15.606060606060607
2004-01-04 21:00:00,1399781.0,14.74747474747475
2004-01-04 22:00:00,1290609.0,14.949494949494948
2004-01-04 23:00:00,1167588.0,14.646464646464649
2004-01-05 00:00:00,1097293.0,14.74747474747475
2004-01-05 01:00:00,1067294.0,14.343434343434344
2004-01-05 02:00:00,1066225.0,14.292929292929292
2004-01-05 03:00:00,1090136.0,14.343434343434344
2004-01-05 04:00:00,1133034.0,14.393939393939393
2004-01-05 05:00:00,1271139.0,14.545454545454545
2004-01-05 06:00:00,1526443.0,14.393939393939393
2004-01-05 07:00:00,1608700.0,14.595959595959597
2004-01-05 08:00:00,1556503.0,13.88888888888889
2004-01-05 09:00:00,1550304.0,14.343434343434344
2004-01-05 10:00:00,1560706.0,14.444444444444445
2004-01-05 11:00:00,1535885.0,14.494949494949497
